student_id,question_id,topic,difficulty,question_type,student_answer,correct_answer,is_correct,score,time_spent,result,transaction
S24,Q38,Feature Selection,Hard,True/False,Reduce dimensionality,Reduce dimensionality,1,1,15,Correct,"['Student_S24', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S61,Q23,Feature Selection,Medium,True/False,Initial centroids,Reduce dimensionality,0,0,20,Wrong,"['Student_S61', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S43,Q27,Outlier Detection,Medium,True/False,Detect anomalies,Detect anomalies,1,1,58,Correct,"['Student_S43', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S71,Q3,Outlier Detection,Easy,True/False,Detect anomalies,Detect anomalies,1,1,26,Correct,"['Student_S71', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S42,Q8,Feature Selection,Hard,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,52,Correct,"['Student_S42', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S70,Q30,Feature Selection,Easy,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,43,Correct,"['Student_S70', 'Topic_Feature Selection', 'Difficulty_Easy', 'Correct']"
S47,Q40,Outlier Detection,Hard,True/False,Detect anomalies,Detect anomalies,1,1,58,Correct,"['Student_S47', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S7,Q14,Apriori,Hard,MCQ,Candidate generation,Candidate generation,0,0,38,Wrong,"['Student_S7', 'Topic_Apriori', 'Difficulty_Hard', 'Wrong']"
S90,Q32,Clustering,Easy,MCQ,Initial centroids,Initial centroids,1,1,55,Correct,"['Student_S90', 'Topic_Clustering', 'Difficulty_Easy', 'Correct']"
S21,Q20,Evaluation Metrics,Easy,True/False,Initial centroids,Accuracy,0,0,24,Wrong,"['Student_S21', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Wrong']"
S15,Q30,Clustering,Hard,MCQ,Detect anomalies,Initial centroids,0,0,55,Wrong,"['Student_S15', 'Topic_Clustering', 'Difficulty_Hard', 'Wrong']"
S38,Q33,Apriori,Medium,True/False,Detect anomalies,Candidate generation,0,0,25,Wrong,"['Student_S38', 'Topic_Apriori', 'Difficulty_Medium', 'Wrong']"
S59,Q36,Association Rules,Medium,MCQ,Support and Confidence,Support and Confidence,1,1,48,Correct,"['Student_S59', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S66,Q48,Association Rules,Easy,True/False,Support and Confidence,Support and Confidence,1,1,59,Correct,"['Student_S66', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S54,Q22,Evaluation Metrics,Medium,MCQ,Candidate generation,Accuracy,0,0,56,Wrong,"['Student_S54', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Wrong']"
S39,Q54,Outlier Detection,Easy,True/False,Detect anomalies,Detect anomalies,1,1,44,Correct,"['Student_S39', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S62,Q23,Data Preprocessing,Hard,True/False,Detect anomalies,True,0,0,30,Wrong,"['Student_S62', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Wrong']"
S25,Q45,FP-Growth,Hard,True/False,Uses FP-tree,Uses FP-tree,1,1,24,Correct,"['Student_S25', 'Topic_FP-Growth', 'Difficulty_Hard', 'Correct']"
S100,Q27,Classification,Medium,True/False,Reduce dimensionality,Decision Tree,0,0,34,Wrong,"['Student_S100', 'Topic_Classification', 'Difficulty_Medium', 'Wrong']"
S85,Q51,Association Rules,Medium,MCQ,Support and Confidence,Support and Confidence,1,1,18,Correct,"['Student_S85', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S65,Q38,Data Preprocessing,Easy,True/False,True,True,1,1,16,Correct,"['Student_S65', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S68,Q59,Outlier Detection,Easy,MCQ,Detect anomalies,Detect anomalies,1,1,36,Correct,"['Student_S68', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S84,Q10,Clustering,Medium,True/False,True,Initial centroids,0,0,49,Wrong,"['Student_S84', 'Topic_Clustering', 'Difficulty_Medium', 'Wrong']"
S89,Q26,Clustering,Medium,True/False,True,Initial centroids,0,0,50,Wrong,"['Student_S89', 'Topic_Clustering', 'Difficulty_Medium', 'Wrong']"
S92,Q57,Outlier Detection,Hard,MCQ,Initial centroids,Detect anomalies,0,0,25,Wrong,"['Student_S92', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Wrong']"
S81,Q44,Apriori,Easy,MCQ,Candidate generation,Candidate generation,1,1,37,Correct,"['Student_S81', 'Topic_Apriori', 'Difficulty_Easy', 'Correct']"
S13,Q49,Clustering,Medium,MCQ,Initial centroids,Initial centroids,1,1,54,Correct,"['Student_S13', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S39,Q58,Classification,Easy,True/False,Decision Tree,Decision Tree,0,0,28,Wrong,"['Student_S39', 'Topic_Classification', 'Difficulty_Easy', 'Wrong']"
S46,Q24,Feature Selection,Easy,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,43,Correct,"['Student_S46', 'Topic_Feature Selection', 'Difficulty_Easy', 'Correct']"
S53,Q37,Association Rules,Easy,MCQ,Support and Confidence,Support and Confidence,1,1,15,Correct,"['Student_S53', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S79,Q56,Feature Selection,Hard,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,41,Correct,"['Student_S79', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S75,Q10,FP-Growth,Medium,True/False,Uses FP-tree,Uses FP-tree,1,1,39,Correct,"['Student_S75', 'Topic_FP-Growth', 'Difficulty_Medium', 'Correct']"
S33,Q43,Classification,Medium,True/False,Accuracy,Decision Tree,0,0,20,Wrong,"['Student_S33', 'Topic_Classification', 'Difficulty_Medium', 'Wrong']"
S10,Q29,Data Preprocessing,Hard,True/False,Reduce dimensionality,True,0,0,54,Wrong,"['Student_S10', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Wrong']"
S33,Q30,Apriori,Easy,True/False,Candidate generation,Candidate generation,1,1,40,Correct,"['Student_S33', 'Topic_Apriori', 'Difficulty_Easy', 'Correct']"
S14,Q16,Feature Selection,Hard,True/False,Reduce dimensionality,Reduce dimensionality,1,1,46,Correct,"['Student_S14', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S38,Q45,Apriori,Easy,True/False,Candidate generation,Candidate generation,1,1,27,Correct,"['Student_S38', 'Topic_Apriori', 'Difficulty_Easy', 'Correct']"
S2,Q37,Classification,Hard,True/False,Candidate generation,Decision Tree,0,0,59,Wrong,"['Student_S2', 'Topic_Classification', 'Difficulty_Hard', 'Wrong']"
S30,Q39,Data Preprocessing,Easy,MCQ,Candidate generation,True,0,0,53,Wrong,"['Student_S30', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Wrong']"
S97,Q47,Association Rules,Hard,MCQ,Support and Confidence,Support and Confidence,1,1,50,Correct,"['Student_S97', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S83,Q3,Apriori,Medium,MCQ,Candidate generation,Candidate generation,1,1,47,Correct,"['Student_S83', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S47,Q47,Association Rules,Easy,True/False,Support and Confidence,Support and Confidence,1,1,30,Correct,"['Student_S47', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S96,Q27,Association Rules,Easy,MCQ,Support and Confidence,Support and Confidence,1,1,60,Correct,"['Student_S96', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S70,Q57,Data Preprocessing,Hard,True/False,True,True,1,1,20,Correct,"['Student_S70', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S33,Q59,Outlier Detection,Medium,True/False,Initial centroids,Detect anomalies,0,0,39,Wrong,"['Student_S33', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Wrong']"
S10,Q10,FP-Growth,Hard,True/False,Accuracy,Uses FP-tree,0,0,33,Wrong,"['Student_S10', 'Topic_FP-Growth', 'Difficulty_Hard', 'Wrong']"
S12,Q51,Feature Selection,Easy,True/False,Reduce dimensionality,Reduce dimensionality,1,1,44,Correct,"['Student_S12', 'Topic_Feature Selection', 'Difficulty_Easy', 'Correct']"
S16,Q30,Data Preprocessing,Hard,True/False,True,True,1,1,47,Correct,"['Student_S16', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S49,Q53,Data Preprocessing,Easy,MCQ,Detect anomalies,True,0,0,11,Wrong,"['Student_S49', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Wrong']"
S80,Q57,Evaluation Metrics,Medium,MCQ,Initial centroids,Accuracy,0,0,50,Wrong,"['Student_S80', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Wrong']"
S60,Q59,Apriori,Hard,True/False,Candidate generation,Candidate generation,1,1,17,Correct,"['Student_S60', 'Topic_Apriori', 'Difficulty_Hard', 'Correct']"
S18,Q3,Classification,Medium,True/False,Initial centroids,Decision Tree,0,0,16,Wrong,"['Student_S18', 'Topic_Classification', 'Difficulty_Medium', 'Wrong']"
S31,Q57,Evaluation Metrics,Easy,True/False,Detect anomalies,Accuracy,0,0,33,Wrong,"['Student_S31', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Wrong']"
S86,Q48,Evaluation Metrics,Medium,MCQ,Accuracy,Accuracy,1,1,36,Correct,"['Student_S86', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S84,Q7,Outlier Detection,Hard,True/False,Detect anomalies,Detect anomalies,1,1,27,Correct,"['Student_S84', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S5,Q45,Data Preprocessing,Easy,True/False,True,True,1,1,38,Correct,"['Student_S5', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S31,Q55,Data Preprocessing,Easy,True/False,Accuracy,True,0,0,51,Wrong,"['Student_S31', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Wrong']"
S46,Q4,Feature Selection,Medium,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,17,Correct,"['Student_S46', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S59,Q6,FP-Growth,Hard,MCQ,Decision Tree,Uses FP-tree,0,0,60,Wrong,"['Student_S59', 'Topic_FP-Growth', 'Difficulty_Hard', 'Wrong']"
S43,Q16,Association Rules,Hard,MCQ,Initial centroids,Support and Confidence,0,0,58,Wrong,"['Student_S43', 'Topic_Association Rules', 'Difficulty_Hard', 'Wrong']"
S71,Q14,FP-Growth,Easy,True/False,Uses FP-tree,Uses FP-tree,1,1,59,Correct,"['Student_S71', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S19,Q51,Classification,Medium,MCQ,Decision Tree,Decision Tree,1,1,18,Correct,"['Student_S19', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S70,Q17,Association Rules,Easy,MCQ,Support and Confidence,Support and Confidence,1,1,18,Correct,"['Student_S70', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S2,Q23,FP-Growth,Hard,True/False,Uses FP-tree,Uses FP-tree,1,1,11,Correct,"['Student_S2', 'Topic_FP-Growth', 'Difficulty_Hard', 'Correct']"
S23,Q17,Classification,Easy,True/False,Decision Tree,Decision Tree,1,1,43,Correct,"['Student_S23', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S15,Q48,Clustering,Medium,True/False,True,Initial centroids,0,0,42,Wrong,"['Student_S15', 'Topic_Clustering', 'Difficulty_Medium', 'Wrong']"
S76,Q7,Outlier Detection,Hard,MCQ,Detect anomalies,Detect anomalies,1,1,49,Correct,"['Student_S76', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S6,Q47,Evaluation Metrics,Medium,True/False,Decision Tree,Accuracy,0,0,13,Wrong,"['Student_S6', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Wrong']"
S62,Q55,Feature Selection,Medium,MCQ,Detect anomalies,Reduce dimensionality,0,0,55,Wrong,"['Student_S62', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S57,Q5,Clustering,Medium,MCQ,Initial centroids,Initial centroids,1,1,14,Correct,"['Student_S57', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S17,Q18,Evaluation Metrics,Hard,True/False,Accuracy,Accuracy,1,1,34,Correct,"['Student_S17', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S77,Q34,Apriori,Medium,True/False,Candidate generation,Candidate generation,1,1,16,Correct,"['Student_S77', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S90,Q8,Evaluation Metrics,Hard,MCQ,Accuracy,Accuracy,1,1,37,Correct,"['Student_S90', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S58,Q57,FP-Growth,Medium,True/False,Uses FP-tree,Uses FP-tree,1,1,39,Correct,"['Student_S58', 'Topic_FP-Growth', 'Difficulty_Medium', 'Correct']"
S52,Q27,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,30,Correct,"['Student_S52', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S86,Q17,Data Preprocessing,Easy,True/False,True,True,1,1,14,Correct,"['Student_S86', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S12,Q54,Clustering,Easy,True/False,Initial centroids,Initial centroids,1,1,16,Correct,"['Student_S12', 'Topic_Clustering', 'Difficulty_Easy', 'Correct']"
S96,Q48,Data Preprocessing,Easy,MCQ,Accuracy,True,0,0,45,Wrong,"['Student_S96', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Wrong']"
S43,Q43,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,52,Correct,"['Student_S43', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S97,Q28,Classification,Medium,True/False,True,Decision Tree,0,0,16,Wrong,"['Student_S97', 'Topic_Classification', 'Difficulty_Medium', 'Wrong']"
S74,Q33,FP-Growth,Easy,True/False,Uses FP-tree,Uses FP-tree,0,0,16,Wrong,"['Student_S74', 'Topic_FP-Growth', 'Difficulty_Easy', 'Wrong']"
S45,Q55,Evaluation Metrics,Medium,MCQ,Accuracy,Accuracy,1,1,58,Correct,"['Student_S45', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S36,Q37,FP-Growth,Medium,MCQ,Candidate generation,Uses FP-tree,0,0,11,Wrong,"['Student_S36', 'Topic_FP-Growth', 'Difficulty_Medium', 'Wrong']"
S24,Q18,Apriori,Medium,True/False,Candidate generation,Candidate generation,1,1,10,Correct,"['Student_S24', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S24,Q56,Association Rules,Hard,True/False,Support and Confidence,Support and Confidence,1,1,14,Correct,"['Student_S24', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S19,Q48,Classification,Easy,MCQ,Decision Tree,Decision Tree,1,1,34,Correct,"['Student_S19', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S54,Q30,Data Preprocessing,Easy,True/False,True,True,1,1,29,Correct,"['Student_S54', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S93,Q21,Clustering,Easy,MCQ,Support and Confidence,Initial centroids,0,0,58,Wrong,"['Student_S93', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S80,Q4,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,52,Correct,"['Student_S80', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S55,Q32,Outlier Detection,Medium,True/False,Detect anomalies,Detect anomalies,1,1,23,Correct,"['Student_S55', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S97,Q33,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,17,Correct,"['Student_S97', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S37,Q44,Outlier Detection,Hard,True/False,Detect anomalies,Detect anomalies,1,1,12,Correct,"['Student_S37', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S29,Q26,Classification,Easy,MCQ,Decision Tree,Decision Tree,1,1,29,Correct,"['Student_S29', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S28,Q50,Association Rules,Medium,True/False,True,Support and Confidence,0,0,17,Wrong,"['Student_S28', 'Topic_Association Rules', 'Difficulty_Medium', 'Wrong']"
S1,Q32,Feature Selection,Easy,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,34,Correct,"['Student_S1', 'Topic_Feature Selection', 'Difficulty_Easy', 'Correct']"
S69,Q46,FP-Growth,Hard,True/False,Uses FP-tree,Uses FP-tree,1,1,14,Correct,"['Student_S69', 'Topic_FP-Growth', 'Difficulty_Hard', 'Correct']"
S51,Q56,Classification,Medium,MCQ,Detect anomalies,Decision Tree,0,0,14,Wrong,"['Student_S51', 'Topic_Classification', 'Difficulty_Medium', 'Wrong']"
S41,Q37,Feature Selection,Hard,True/False,Reduce dimensionality,Reduce dimensionality,0,0,28,Wrong,"['Student_S41', 'Topic_Feature Selection', 'Difficulty_Hard', 'Wrong']"
S15,Q26,Classification,Medium,MCQ,Decision Tree,Decision Tree,1,1,49,Correct,"['Student_S15', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S59,Q54,Data Preprocessing,Easy,True/False,True,True,1,1,16,Correct,"['Student_S59', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S32,Q28,Feature Selection,Hard,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,35,Correct,"['Student_S32', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S40,Q48,Data Preprocessing,Easy,True/False,True,True,1,1,59,Correct,"['Student_S40', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S22,Q5,Evaluation Metrics,Hard,MCQ,Accuracy,Accuracy,0,0,42,Wrong,"['Student_S22', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Wrong']"
S25,Q58,Data Preprocessing,Medium,MCQ,True,True,1,1,25,Correct,"['Student_S25', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S14,Q10,Apriori,Easy,MCQ,Candidate generation,Candidate generation,1,1,48,Correct,"['Student_S14', 'Topic_Apriori', 'Difficulty_Easy', 'Correct']"
S20,Q49,Clustering,Easy,True/False,Detect anomalies,Initial centroids,0,0,58,Wrong,"['Student_S20', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S73,Q49,Outlier Detection,Hard,True/False,Detect anomalies,Detect anomalies,1,1,50,Correct,"['Student_S73', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S41,Q10,Outlier Detection,Easy,True/False,Detect anomalies,Detect anomalies,1,1,38,Correct,"['Student_S41', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S81,Q20,Apriori,Hard,MCQ,Candidate generation,Candidate generation,1,1,32,Correct,"['Student_S81', 'Topic_Apriori', 'Difficulty_Hard', 'Correct']"
S65,Q5,Apriori,Medium,True/False,Candidate generation,Candidate generation,1,1,12,Correct,"['Student_S65', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S8,Q24,Apriori,Easy,MCQ,Candidate generation,Candidate generation,1,1,49,Correct,"['Student_S8', 'Topic_Apriori', 'Difficulty_Easy', 'Correct']"
S77,Q33,Feature Selection,Medium,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,38,Correct,"['Student_S77', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S74,Q42,FP-Growth,Medium,True/False,Accuracy,Uses FP-tree,0,0,19,Wrong,"['Student_S74', 'Topic_FP-Growth', 'Difficulty_Medium', 'Wrong']"
S8,Q29,Clustering,Medium,MCQ,Initial centroids,Initial centroids,1,1,42,Correct,"['Student_S8', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S83,Q12,Classification,Easy,True/False,Decision Tree,Decision Tree,1,1,38,Correct,"['Student_S83', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S68,Q34,Association Rules,Medium,True/False,Support and Confidence,Support and Confidence,1,1,28,Correct,"['Student_S68', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S50,Q27,Data Preprocessing,Hard,MCQ,True,True,1,1,60,Correct,"['Student_S50', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S81,Q42,Data Preprocessing,Easy,True/False,True,True,1,1,16,Correct,"['Student_S81', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S72,Q44,Feature Selection,Medium,True/False,Reduce dimensionality,Reduce dimensionality,1,1,56,Correct,"['Student_S72', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S85,Q59,Association Rules,Medium,MCQ,Support and Confidence,Support and Confidence,1,1,47,Correct,"['Student_S85', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S85,Q10,Data Preprocessing,Medium,True/False,True,True,1,1,18,Correct,"['Student_S85', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S77,Q46,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,51,Correct,"['Student_S77', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S43,Q53,Association Rules,Hard,MCQ,Support and Confidence,Support and Confidence,1,1,51,Correct,"['Student_S43', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S86,Q28,Evaluation Metrics,Medium,MCQ,Accuracy,Accuracy,1,1,33,Correct,"['Student_S86', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S40,Q12,FP-Growth,Medium,True/False,Uses FP-tree,Uses FP-tree,0,0,24,Wrong,"['Student_S40', 'Topic_FP-Growth', 'Difficulty_Medium', 'Wrong']"
S18,Q10,Clustering,Medium,MCQ,Initial centroids,Initial centroids,1,1,42,Correct,"['Student_S18', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S99,Q35,Evaluation Metrics,Easy,True/False,Support and Confidence,Accuracy,0,0,48,Wrong,"['Student_S99', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Wrong']"
S49,Q10,Association Rules,Easy,MCQ,Support and Confidence,Support and Confidence,1,1,56,Correct,"['Student_S49', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S57,Q3,Feature Selection,Medium,MCQ,Detect anomalies,Reduce dimensionality,0,0,49,Wrong,"['Student_S57', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S37,Q49,Outlier Detection,Easy,MCQ,Detect anomalies,Detect anomalies,1,1,29,Correct,"['Student_S37', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S61,Q58,FP-Growth,Medium,True/False,Uses FP-tree,Uses FP-tree,1,1,39,Correct,"['Student_S61', 'Topic_FP-Growth', 'Difficulty_Medium', 'Correct']"
S99,Q19,Feature Selection,Hard,True/False,Support and Confidence,Reduce dimensionality,0,0,22,Wrong,"['Student_S99', 'Topic_Feature Selection', 'Difficulty_Hard', 'Wrong']"
S78,Q9,Apriori,Easy,True/False,Candidate generation,Candidate generation,1,1,33,Correct,"['Student_S78', 'Topic_Apriori', 'Difficulty_Easy', 'Correct']"
S71,Q60,Clustering,Hard,MCQ,Candidate generation,Initial centroids,0,0,15,Wrong,"['Student_S71', 'Topic_Clustering', 'Difficulty_Hard', 'Wrong']"
S98,Q11,Apriori,Medium,MCQ,Reduce dimensionality,Candidate generation,0,0,15,Wrong,"['Student_S98', 'Topic_Apriori', 'Difficulty_Medium', 'Wrong']"
